SOURCES — every source with tier and retrieval date,,,,,
,,,,,
ID,Source,Tier,URL,Retrieved,Used for
S80,"Electricity-intensity coefficients: IAI Primary Aluminium Smelting Energy Intensity (2024, World AC 13,990/DC 13,208); worldsteel Sustainability Indicators 2024 (route GJ/t 2023) + Energy fact sheet (electricity shares) + WSIF 2025 (route mix); IEA cement tracking page (~100 kWh/t, 2022); CEPI Key Statistics 2024 (0.88 GWh/kt p.30; components pp.15/29)",2 (IEA leg: 1),international-aluminium.org/statistics/primary-aluminium-smelting-energy-intensity/; worldsteel.org (3 docs); iea.org/energy-system/industry/cement; cepi.org Key Statistics 2024,2026-07-16,stage5 D37 composite coefficients (Q40 provenance notes)
S81,中国统计年鉴2008 tbl 13-2 按行业分规模以上工业企业主要指标(2007年) — 工业增加值 column (LAST official sector VA levels; internal x-check vs 13-1 passed); 中国统计年鉴2011 tbl 14-2 (2010年) — 主营业务收入 column,1,stats.gov.cn/sj/ndsj/2008/html/N1302C.HTM; /2011/html/N1402C.HTM,2026-07-16,stage5 D38 CN EI aggregate weights (+ Q41 absence verification across S67 releases)
S82,"DEHSt, Auktionierung von Emissionsberechtigungen in Deutschland: Jahresbericht 2024, Tabelle 2 p.7",1,dehst.de /versteigerung/2024/2024_Jahresbericht.pdf,2026-07-16,EUA auction VWA 2012-2024 (2018=14.90); carbon tab r5
S83,"ESMA, EU Carbon Markets Report 2026 (09.07.2026), Essential Statistics p.5",1,esma.europa.eu ESMA50-481369926-34622,2026-07-16,EUA 2025 annual avg EUR 74
S84,"UK ETS Authority, Report on the functioning of the UK carbon market: 2021-22 (pp.10,12), 2023 (T1 p.10), 2024 (T1 p.11); NAO UK ETS report 06/2025 p.4",1,gov.uk assets 64c251a8.../673b8ccf.../68ee0df1...; nao.org.uk,2026-07-16,UKA VWA computed from per-auction tables: 51.41/75.42/53.38/37.18 (2021-24); NAO corroborates ~GBP 37 (2024)
S85,ICAP ETS profiles (UK/EU/CN) + Allowance Price Explorer,2,icapcarbonaction.com,2026-07-16,"UKA 2025 avg GBP 47.36 (placeholder, Q42); secondary cross-checks"
S86,HoC Library briefing SN05927 (Carbon Price Floor) pp.9-11; Autumn Budget 2024 CPS announcement (Deloitte relay),1 (relay: 2),researchbriefings.files.parliament.uk SN05927,2026-07-16,CPS rates 4.94/9.55/18.08/18.00 frozen through 2026-27
S87,"BEIS, EII compensation for indirect costs of EU ETS and CPS — guidance, Dec 2019, sec.2.3 p.9; EU 2012 State-aid GL (2012/C 158/04) Annex IV",1,gov.uk assets 62a7074c...; eur-lex OJ C158/2012,2026-07-16,"UK MEF 0.58 (2013-2020) — ""United Kingdom 0,58"""
S88,"DBT/BEIS UK ETS+CPS compensation guidance, dated versions 2021-2026 (UKGWA/Wayback); BEIS EII schemes review response Apr 2022 pp.24-25",1,gov.uk guidance + webarchive.nationalarchives.gov.uk snapshots,2026-07-16,"UK MEF series 0.45/0.44/0.4344/0.42/0.44/0.45 (2021-2026); t-2 DUKES rule; DBT worked cross-check GBP 32.04/MWh (2026-27, real 2025)"
S89,"DEHSt, SPK-Bericht 2024 (fn.8-9, p.13); Commission Communication 2021/C 528/01 (Annex III factors)",1,dehst.de /spk/Auswertungsbericht_2024.pdf,2026-07-16,"DE MEF 0.72 (Mittelwesteuropa, 2021+), 0.76 (third period); aid intensity 0.75"
S90,SEEE year reviews (31.12.2024; 01.01.2026); MEE announcements/progress reports; IIGF via Sina (2021-22); CBNRI (2023),1 (avgs 2021-23: 2),overview.cneeex.com; mee.gov.cn,2026-07-16,CEA annual avgs 42.85/55.30/68.15/95.84 (computed)/62.36; context only (D40)
S91,"Zakeri, Staffell et al. 2023, Energy Reports 10:2778-2792, Table 2; INET WP207 p.2; UCL Green Power Pools WP4 p.12",2,discovery.ucl.ac.uk; ineteconomics.org; ucl.ac.uk,2026-07-16,"Price-setting shares: GB fossil 88 (2015) -> 97 pct (2021), gas 98 pct 2021, 84 pct 2019; DE 92 -> 72 pct"
S92,"NESO Clean Power 2030, Annex 1 p.36; DESNZ news 21.04.2026",1,neso.energy doc 346791; gov.uk news,2026-07-16,"GB: unabated gas set price 97 pct of time (2023); ~90 pct early 2020s, ~60 pct 2026"
S93,"Blume-Werry, Faber, Hirth, Huber, Everts 2021, Economics of Energy & Environmental Policy 10(1), Fig.3",2,neon.energy PDF,2026-07-16,"DE 2020 price-setting hours: gas 2,536 / lignite 1,509 / hard coal 1,213 (59.9 pct fossil)"
S94,"UBA Climate Change 23/2024, Tab.4 p.20; NESO Carbon Intensity Forecast Methodology Table 1",1,umweltbundesamt.de; carbon-intensity methodology (GitHub-hosted official doc),2026-07-16,Intensities: DE gas 0.392 / hard coal 0.860 / lignite 1.120; GB CCGT 0.394 tCO2/MWh
S95,"ADB 2024 (Ewing), PRC ETS background paper pp.13-14; IEA-Tsinghua 2021 (China ETS & power decarbonisation); Pizer & Zhang 2018 (Duke WP 18-01)",2,adb.org; iea.org; nicholasinstitute.duke.edu,2026-07-16,CN carbon pass-through prevented/muted (basis of D40 CN=0)
S96,"netztransparenz.de, EEG-Finanzierungsbedarf 2023/2024/2025/2026 publications (2026 PDF: 14,566,680,395.35 EUR); Bundestag Drs. 20/14522 (hib); BMF 30. Subventionsbericht; BMWE Haushalt 2026",1,netztransparenz.de; bundestag.de; bundesfinanzministerium.de,2026-07-16,EEG taxpayer transfers: 2023 = 0; 2024 = 18.489bn; 2025 ~16.5bn; 2026 budget 16.2bn EUR (T3/HATCH iii rows)
S97,"netztransparenz.de, Datenbasis zum Aufschlag fuer besondere Netznutzung 2026 (24.10.2025)",1,netztransparenz.de staticfiles,2026-07-16,"Levy base 440,703,363,472 kWh (A-prime 250.3 TWh) — Q44 denominator"
S98,"NDRC reply to NPC suggestions 3785/4366 (26.07.2018); Zhongguo Nengyuan Bao 01.06.2020 (State Grid chairmen: >CNY 270bn 2019; -7.6 fen removal counterfactual); Nengyuan Yanjiu Julebu 2018 (~CNY 207bn, 2016)",1-adj / 2,zfxxgk.ndrc.gov.cn id=15560; paper.people.com.cn; energytrend.cn,2026-07-16,CN cross-subsidy scale (T3 note; never added to stack)
S99,"Ofgem, GB electricity prices for EIIs (07/2021); Guo & Newbery 2023 (Energy Journal 44(1)); Guo & Castagneto Gissey (EPRG WP1937); Hintermann 2016",1 / 2,ofgem.gov.uk; repository.cam.ac.uk; jbs.cam.ac.uk,2026-07-16,Carbon-cost cross-checks: CPS ~GBP 10-11/MWh; GB EUA pass-through 75-100 pct; DE 84-104 pct
S100,EU ETS State-aid guidelines 2020/C 317/04 para 28(a) (Amax formula); JRC/DG COMP case SA.100559,1,eur-lex.europa.eu 52020XC0925(01),2026-07-16,Compensation formula structure (context for D40)
S107,"NESO, Five-Year View of TNUoS Tariffs 2026/27-2030/31, v3.0 (18.09.2025), Tables 14-15 pp.31-32",1,neso.energy/document/367801/download,2026-07-16,"T-D4/HV4 residual paths (DD basis, nominal); residual revenue 7.52->11.76bn; basis stmt p. (RIIO-ET3 draft determinations 01.07.2025)"
S108,"NESO, Initial Forecast of TNUoS Tariffs 2027/28 (11.05.2026) + forecast timetable letter (29.01/30.04.2026)",1,neso.energy/document/380281 + /376486,2026-07-16,"27/28 T-D4 25,716.52 / HV4 654.73 on 26/27-Final basis; next FYV moves to Sep-2026"
S109,"Ofgem, RIIO-3 Final Determinations - Electricity Transmission (04.12.2025) + press release",1,ofgem.gov.uk /sites/default/files/2025-12/RIIO-3-Final-Determinations-ET.pdf,2026-07-16,"Baseline totex GBP 10.7bn (submitted 15.8bn), para 2.8; PR: GBP 28bn cross-sector"
S110,"BNetzA, AgNes Orientierungspunkte Industrienetzentgelte (22.04.2026, GBK-25-01-1#3)",1,bundesnetzagentur.de .../Orientierungspunkte_Industr_NetzE.pdf,2026-07-16,"Successor Sondernetzentgelt: discounts of similar heights (atypical <=80%, Bandlast <=90%); dynamic component fruehestens 2029, eher 2030 (extensions 2033-35); EII decision fruehestens 2031; new cascading relieves HoeS Bandlast users 20-80% on general charges"
S111,"BDEW/Consentec, Prognose und Analyse der Netzentgeltentwicklung Strom (06.12.2024)",2 (association-commissioned),bdew.de/media/documents/Studie_Prognose_und_Analyse_der_Netzentgeltentwicklung_Strom.pdf,2026-07-16,"Real-2023 paths: HoeS +10% to 2030, -10..-15% by 2045; HS/MS +30%; NS ~x2; 19.2-Umlage 0.4->0.8 ct/kWh; HoeS costs x1.5 to 2045; basis Szenariorahmen B"
S112,"UeNB, NEP Strom 2037/2045 Version 2025, 1. Entwurf (Dec 2025), Vorwort",1 (draft),netzentwicklungsplan.de/.../NEP_2037_2045_V2025_1_Entwurf_0.pdf,2026-07-16,Investment path A to 2045 ~EUR 360bn
S113,"NDRC 发改价格〔2026〕1077号 (08.07.2026, eff. 01.08.2026) + annex 1 (parsed); 〔2025〕1490号 办法 (21.11.2025)",1,ndrc.gov.cn /xxgk/zcfb/tz/202607/t20260710_1406431.html + P020260710613207914509.pdf,2026-07-16,"P4 T&D: 220kV volumetric down (JS 0.0518), demand flat (41.6); new 220kV single-part band; per-province line-loss rates (JS 2.83%); equity return re-anchored 10Y CGB +4pp"
S114,JS 代理购电 notices (S106) + 发改价格〔2023〕1501号 + 〔2026〕114号 + 〔2025〕136号 + 鲁/粤 mechanism auctions,1,ndrc.gov.cn; gov.cn; nyj.shandong.gov.cn,2026-07-16,系统运行费 drivers: coal capacity recovery >=50% from 2026; capacity pricing extended to gas/PSH/storage; 136号 auctions (SD wind 0.319/PV 0.225); JS mechanism line 0.0118->0.0186
S115,"NEA annual consumption releases 2010-2025; CEC 供需报告 (01/2025, 02/2026); NEA peak-load release 10.07.2026; 国网能源院 (03/2026); grid-investment: NEA/CEC/yicai",1 (SGERI/yicai relay: 2),nea.gov.cn; cpnn.com.cn; yicai.com,2026-07-16,"全社会用电量 series (2025: 103,682亿kWh +5.0%); peaks 2024 14.5 / 2025 15.08 / 2026YTD 15.18亿kW; CEC 2026 10.9-11万亿; SGERI 2030 13.5 / 2035 16.7万亿; SGCC 十五五 4tn"
S116,"DESNZ DUKES 5.1.2 (electricity supplied) + 5.10.A (simultaneous maximum load), July 2025 edition",1,assets.publishing.service.gov.uk DUKES_5.1.2.xlsx / DUKES_5.10.xlsx,2026-07-16,UK supplied 361.7 (2010) -> 270.9 TWh (2024); GB peak 59.1 -> 46.0 GW
S117,"SMARD (BNetzA) Netzlast series 410, quarterhour, own annual sum and max","1 (own aggregation, estimated=Y)",smard.de/app/chart_data/410/DE/,2026-07-16,"DE energy 502->466 TWh, peak 78.1->76.0 GW (2015-2025); 2024 peak cross-checks MB (75.8)"
S118,"NSTA UK Oil & Gas Reserves & Resources reports (end-2016..end-2024), central 1P; App.D metric",1,nsta.gov.uk,2026-07-18,8.1A reserves (2010-14 not published)
S119,OEUK Business Outlook 2025 (p.9); NSTA Projections of UK O&G Production & Expenditure Mar-2018/2019,1,oeuk.org.uk; nsta.gov.uk,2026-07-18,8.1A E&P capex (real-price; 2024 nominal ~£6bn; series otherwise GAP)
S120,"HM Treasury GDP deflators at market prices, June 2026 (L8GG, FY, 2025-26=100)",1,gov.uk/government/statistics/gdp-deflators-at-market-prices-and-money-gdp,2026-07-18,real-2025-GBP deflation (calendar/FY mismatch flagged)
S121,OGA Analysis of UKCS Operating Costs 2016; NSTA UKCS Operating Costs 2018; NSTA Benchmarking Dashboards 2022-24,1,nsta.gov.uk,2026-07-18,8.1B mixed £/boe unit opex (2019-21 GAP)
S122,"Rystad via OGJ 08.01.2020 (UK opex >$30/bbl 2014 -> $16/bbl 2019); EIA Today-in-Energy (US $32/boe 2019, $28.06/boe Q1-22); BEIS/Rystad Fossil Fuel Supply Curves 2019/2023","2 (Rystad relay) / 1 (EIA, BEIS)",ogj.com; eia.gov; gov.uk,2026-07-18,8.1B oil-relevant opex anchors; global production-weighted oil USD/bbl = GAP
S123,"S&P Global Upstream Operating Costs Index (UOCI), 2000=100",2,spglobal.com (levels via OGJ/IHS releases),2026-07-18,8.1B index to evolve oil opex anchors (sparse; 2014 peak level undisclosed)
S124,"DUKES 2025 — T4.1.1 (methane GWh), T1.1 (energy balance ktoe), T1.1.1.B (primary energy mtoe)",1,gov.uk/government/statistics/digest-of-uk-energy-statistics-dukes-2025,2026-07-18,8.1C gas & primary-energy coverage
S125,Energy Institute Statistical Review of World Energy 2025 (Rystad data) — gas production & inter-regional trade (bcm),1,energyinst.org,2026-07-18,8.1C UKCS gas vs world traded gas (2010-13 GAP)
S126,OECD/NEA (with IEA) Projected Costs of Generating Electricity 2020 — T3.13a/T3.4a (2018 USD),1,oecd-nea.org,2026-07-18,8.2A harmonised nuclear LCOE 3/7/10% (no UK/DE/Hungary/Czechia nuclear cells)
S127,Georgia Power Vogtle one-pager 2023-07; GPB/MEAG 2022-05 (whole-project $30.3bn->$34bn+; MEAG 22.7% $7.8bn; GP 45.7% $10.2bn),1,georgiapower.com; gpb.org,2026-07-18,8.2B Vogtle scopes (annual gen GAP; O&M GAP; LCOE = indicative proxy)
S128,"Cour des comptes 2025 ""La filiere EPR"" (14.01.2025) p.27-35",1,ccomptes.fr (via web.archive.org),2026-07-18,8.2B Flamanville cost requirement 176 EUR2023/MWh @7%/85%; total 23.7 Md EUR2023
S129,IAEA PRIS Reactor Details,1,pris.iaea.org,2026-07-18,8.2D construction durations
S130,BEIS Electricity Generation Costs 2016 (T6 p.28); DESNZ EGC 2023/2025 (nuclear confidential — not published),1,gov.uk,2026-07-18,"8.2C UK FOAK £95 / NOAK £78 (2014 prices, 8.9% hurdle)"
S131,DIW Berlin Weekly Report 30/2019 (hypothetical reactor 4000-9000 EUR/kW overnight; WACC 4-10%),2,diw.de,2026-07-18,8.2C German theoretical new-build; no EUR/MWh (midpoint calculated)
S132,"EDF Hinkley Point C Update 2024-01-23 (£31-34bn, 2015 prices); WNA UK profile; Sizewell C FID 2025-07-22",1,edf.fr; world-nuclear.org; gov.uk,2026-07-18,8.2C HPC active (realised blank); UK/DE fleet status
S133,WNA/WNN reactor DB; IAEA PRIS; vendor releases (SMR),1/2,world-nuclear.org; world-nuclear-news.org,2026-07-18,8.2D SMR status (vendor targets separate from observed)
S134,"DESNZ UK Geothermal Review & Cost Estimations (Arup), 22.05.2025 (+ Annex B/C); DESNZ EGC 2025 geothermal-granite",1,gov.uk,2026-07-18,8.3 UK geothermal LCOH/LCOE; granite=partial EGS proxy; AGS excluded (BLANK)
S135,"Atkins Deep Geothermal Review Study for DECC, v5.0, 21.10.2013",1,gov.uk (archive),2026-07-18,"8.3 EGS 2013 (£218 central power, 22% discount; superseded)"
S136,Olver et al. (GEL) Stanford SGW 2025; Envirotec 02.03.2026; REA/Arup 2021,1/2,pangea.stanford.edu; envirotecmagazine.com,2026-07-18,8.3 United Downs 3 MWe live 2026-02-26 (~£30m; audited LCOE GAP)
S137,"DESNZ CfD Allocation Round 5 admin strike prices & results, Sept 2023",1,gov.uk,2026-07-18,8.3 geothermal strike £119/MWh (2012 prices); 12 MW contracted
S138,"IEA The Future of Geothermal Energy, Dec 2024",1,iea.org,2026-07-18,8.3 next-gen GLOBAL learning scenario (FOAK >$230; 2035 low ~$50) — NOT UK
S139,Beckers et al. Eavor-Loop 2.0 (Stanford SGW 2022); Quaise press release 2025-07,2,pangea.stanford.edu; quaise.energy,2026-07-18,8.3 AGS vendor target (<$70 conditional); superhot GAP
S140,"Carbon Trust & Imperial College, Analysis of electricity system flexibility for GB, Nov 2016 (for BEIS/NIC/Ofgem)",1,gov.uk,2026-07-18,8.4 £17-40bn cumulative to 2050 (net); £1.4-2.4bn/yr 2030 (net)
S141,"National Infrastructure Commission, Smart Power, Mar 2016",1,gov.uk,2026-07-18,8.4 £2.9-8.1bn/yr 2030 (gross); £30bn avoidable distribution reinforcement to 2030
S142,BEIS/Ofgem Smart Systems & Flexibility Plan 2021 (App.I); DESNZ/Ofgem/NESO Clean Flexibility Roadmap 2025/2026,1,gov.uk,2026-07-18,8.4 £6-10bn/yr 2050 (net); £30-70bn cumulative; CP2030 51-66 GW flex
S143,NESO Balancing Costs: Annual Report & Future Projections 2024; 2025 Annual Balancing Costs Report,1,neso.energy,2026-07-18,8.4 balancing £2.7bn (24/25); constraint £1.7bn; ~£8bn 2030 proj; ~£4bn avoidable 2030
S144,"Energy Networks Association, GB Flexibility Figures 2024 (26.06/01.07.2025)",1,energynetworks.org,2026-07-18,8.4 DNO flex 9 GW contracted / >£300m billpayer saving 2024 -> ~£33/kW-yr derived
S145,"DUKES 2025 Chapter 5 (electricity; demand 319 TWh, industrial 82.2 TWh, winter peak 47.4 GW)",1,gov.uk,2026-07-18,8.4 demand base; GB peak (5.10.A) per Stage 7
S146,"DESNZ, BICS — govt response to eligibility & approach consultation",1,gov.uk/.../british-industrial-competitiveness-scheme...government-response.pdf,2026-07-18,"9B BICS scope RO/FiT/CM, eligibility, Exchequer funding"
S147,"gov.uk news, ""Government cuts electricity bill for 10,000 manufacturers""",1,gov.uk/government/news/government-cuts-electricity-bill-for-10000-manufacturers,2026-07-18,"9B BICS saving £35-40/MWh, ~10,000 firms, ~£600m/yr"
S148,"UK Parliament, Written Ministerial Statement HCWS200 (McDonald)",1,questions-statements.parliament.uk/written-statements/detail/2026-07-08/hcws200,2026-07-18,9B BICS timeline; applications 1 Oct-30 Nov 2026
S149,"gov.uk news, Supercharger — Network Charging Compensation 60%->90%",1,gov.uk/government/news/huge-boost-for-uk-industry...cuts-to-electricity-costs,2026-07-18,"9C Supercharger NCC 90% (Apr 2026), +£7-10/MWh, <=£420m/yr"
S150,"gov.uk news, ""Supercharger rolls out"" (EII levy exemptions)",1,gov.uk/government/news/huge-boost-for-uk-industry-as-government-supercharger-rolls-out,2026-07-18,9B Supercharger 100% RO/CfD/FiT/CM exemption (in force 2024)
S151,"DESNZ, EII certificate for exemption — guidance for applicants",1,gov.uk/.../energy-intensive-industries-certificate-for-exemption...pdf,2026-07-18,9B EII eligibility: elec>=20% GVA; NACE4 trade>=4% & elec>=7%
S152,"CMA Subsidy Advice Unit, referral of modified NCC scheme",1,gov.uk/cma-cases/referral-of-the-proposed-modified-network-charging-compensation-scheme,2026-07-18,9C NCC subsidy-control cleared (report 19 Dec 2025)
S153,"DESNZ, Review of Electricity Market Arrangements — Summer Update 2025",1,gov.uk/.../review-of-electricity-market-arrangements-rema-summer-update-2025,2026-07-18,9A zonal rejected; national marginal pricing retained
S154,"DESNZ, Contracts for Difference AR7 reforms — consultation",1,gov.uk/.../cfd-allocation-round-7-reforms-consultation.pdf,2026-07-18,9A CfD reform (bid pre-consent; term >15yr consult)
S155,"DESNZ, Capacity Market — government response (maintain security of supply)",1,gov.uk/.../capacity-market-consultation-government-response.pdf,2026-07-18,9A CM reform; ~35 GW unabated gas retained
S156,"DESNZ, Corporate Power Purchase Agreements — call for evidence",1,gov.uk/government/calls-for-evidence/corporate-power-purchase-agreements,2026-07-18,9A private-wire/CPPA (call for evidence closed Mar 2026)
S157,"DESNZ, Clean Power 2030 Action Plan",1,gov.uk/government/publications/clean-power-2030-action-plan,2026-07-18,9A clean-power build-out framing
S158,"UK ETS Authority, UK ETS carbon price for civil penalties 2026",1,gov.uk/government/publications/determinations-of-the-uk-ets-carbon-price,2026-07-18,9E UKA 2026 official £49.41/tCO2e
S159,"gov.uk, UK ETS & CPS — compensation for indirect costs (guidance)",1,gov.uk/.../compensation-for-the-indirect-costs-of-the-uk-ets-and-the-cps-mechanism,2026-07-18,9E EII indirect-cost compensation; CPS £18; ref £53.19 (26/27)
S160,"gov.uk, UK Emissions Trading Scheme — policy overview",1,gov.uk/government/publications/uk-emissions-trading-scheme-uk-ets-policy-overview,2026-07-18,9E cap declining; free-allocation phase-out for CBAM sectors
S161,"UK Parliament, Written Ministerial Statement HCWS1519 (Tomlinson)",1,questions-statements.parliament.uk/written-statements/detail/2026-04-16/hcws1519,2026-07-18,9E Carbon Price Support abolished from April 2028
S162,"gov.uk, UK Carbon Border Adjustment Mechanism — policy summary + response",1,gov.uk/government/publications/carbon-border-adjustment-mechanism-cbam-policy-summary,2026-07-18,"9E UK CBAM Jan 2027; 5 sectors (Al, cement, fertiliser, H2, steel)"
S163,"gov.uk news, ""Decisive action to break influence of gas on electricity prices""",1,gov.uk/government/news/decisive-action-to-break-influence-of-gas-on-electricity-prices,2026-07-18,9A Wholesale CfDs (alloc 2027); EGL 45%->55% (1 Jul 2026)
S164,"HM Treasury, Autumn Budget 2025 (household RO to Exchequer)",1,gov.uk (Autumn Budget 2025 red book; Carbon Brief x-check Tier2),2026-07-18,9B 75% household RO to general taxation from Apr 2026 (domestic only)
S165,"Energy UK, Reducing non-domestic electricity policy costs",2,energy-uk.org.uk/publications/reducing-non-domestic-electricity-policy-costs,2026-07-18,9B elec:gas ratio ~4-5:1 (5-8x large users); rebalancing advocacy
S166,"EU Council, greenlight to negotiate UK-EU ETS linkage",1,consilium.europa.eu/en/press/press-releases/2025/11/13/eu-uk-relations-council,2026-07-18,9E ETS-linkage negotiating mandate (13 Nov 2025)
S167,"UK Commons Library, UK-EU reset / 2026 TCA review (CBP-10390)",1,commonslibrary.parliament.uk/research-briefings/cbp-10390,2026-07-18,"9E ETS linkage in negotiation, not concluded (12 Jun 2026)"
S168,"European Commission (DG TAXUD), CBAM — start of definitive period",1,taxation-customs.ec.europa.eu/carbon-border-adjustment-mechanism_en,2026-07-18,9E EU CBAM definitive regime from 1 Jan 2026 (6 sectors)
S169,"Bundestag / BMF, Stromsteuer reduction to EU minimum",1,bundestag.de/.../kw41-de-energiesteuergesetz; bundesfinanzministerium.de,2026-07-18,9D DE electricity tax 2.05->0.05 ct/kWh permanent (manufacturing) 2026
S170,"BMWE, Industriestrompreis — EU Commission approval",1,bundeswirtschaftsministerium.de/.../20260416-industriestrompreis-wird-eingefuehrt,2026-07-18,9D DE Industriestrompreis <=5 ct/kWh on 50% load; ~€3.8bn KTF
S171,"Bundesregierung, subsidy to transmission network charges 2026",1,bundesregierung.de/breg-de/aktuelles/niedrigere-netzentgelte-2382396,2026-07-18,9C DE €6.5bn network subsidy (KTF) halves HöS charge (in force 2026)
S172,"ZfK, ""KTF 2027: weniger Netzzuschuss, mehr Strompreis-Hilfe""",2,zfk.de/politik/deutschland/ktf-2027-energieentlastung-netzzuschuss,2026-07-18,9C/9D DE 2027 draft: network €5.53bn; Industriestrompreis ~€2.5bn
S173,"Bundesnetzagentur, §19 StromNEV discounts + AgNes reform",1,bundesnetzagentur.de/.../Agnes/start.html,2026-07-18,9C DE individual industrial network charges; AgNes framework 2029
S174,"BMWE / Bundestag, abolition of EEG-Umlage from bills (1 Jul 2022)",1,bundeswirtschaftsministerium.de/.../20220428-bundestag-beschliesst-abschaffung-der-eeg-umlage,2026-07-18,9D DE archetype: renewable levy moved off bills to KTF
S175,"European Commission, Clean Industrial Deal State Aid Framework (CISAF)",1,competition-policy.ec.europa.eu/.../clean-industrial-deal-state-aid-framework-cisaf_en,2026-07-18,9D EU state-aid frame (to 2030) for energy-intensive electricity relief
S101,"Germany §24c EnWG network-cost subsidy: BGBl. 2025 I Nr. 317 + joint ÜNB (50Hertz/Amprion/TenneT/TransnetBW) 2026 transmission-tariff announcement 01.10.2025 (ÜNE 6.65→2.86 ct/kWh, −3.79, via €6.5bn federal Bundeszuschuss)","1 (definition reconstructed 2026-07-18, Stage-10 QC, from citing context stage7_network!T9)",BGBl. 2025 I Nr. 317; netztransparenz.de/ÜNB PR 01.10.2025,2026-07-16 (Stage 7); backfilled 2026-07-18,7 DE 2026 transmission network charge & €6.5bn subsidy (stage7_network!T9)
S102,VOID — unused source ID (no citation anywhere in workbook; documented Stage-10 QC),—,—,2026-07-18,"(numbering gap, intentionally void)"
S103,VOID — unused source ID (no citation anywhere in workbook; documented Stage-10 QC),—,—,2026-07-18,"(numbering gap, intentionally void)"
S104,VOID — unused source ID (no citation anywhere in workbook; documented Stage-10 QC),—,—,2026-07-18,"(numbering gap, intentionally void)"
S105,VOID — unused source ID (no citation anywhere in workbook; documented Stage-10 QC),—,—,2026-07-18,"(numbering gap, intentionally void)"
S106,SGCC Jiangsu 代理购电 (agency-purchase electricity) monthly price notices (国网江苏 代理购电公告) — JS market price & 系统运行费 components (cited within source S114),"1 (definition reconstructed 2026-07-18, Stage-10 QC, from citing context sources!B114)",95598.js.sgcc.com.cn — 代理购电公告 (monthly),2026-07-16 (Stage 7); backfilled 2026-07-18,7 CN Jiangsu agency-purchase price & 系统运行费 build (cited in S114)
S176,"worldsteel, Energy use in the steel industry (web page, updated May 2026)",1,https://worldsteel.org/about-steel/energy-use-in-the-steel-industry/,2026-07-19,5 Steel electricity-share ranges (BF-BOF 10–15%; scrap-EAF 50–70%; DRI-EAF 25–40%); 2024 avg intensity 20.95 GJ/t (D62 coefficient re-derivation)
S177,"IEA, Cement (tracking page, current edition) — negative check",1 (absence check),https://www.iea.org/reports/cement-3,2026-07-19,5 kWh/t electricity intensity NOT on current page → C132 pinned to 2022 edition (D62)
S178,"NESO, Future Energy Scenarios 2025 — Data Workbook (sheet ED1)",1,https://www.neso.energy/document/364551/download,2026-07-19,7 UK forward utilisation: HT system demand + ACS peak 2023–2035 (stage7 §G; Q51 UK leg; D63)
S179,"VEA, EnFG Besondere Ausgleichsregelung explainer — KWKG/Offshore-Umlage caps (15% list-1 / 25% list-2, beyond first GWh)",2,https://www.vea.de/newsroom/aktuelles/thema/so-erhalten-sie-grosse-teile-der-kwk-umlage-und-der-offshore-netzumlage-zurueck,2026-07-19,"6 DE E2 EnFG 15%-cap memo (stage6 r192–193, Q85). Verify against EnFG §§28–31 statute text at publication (gesetze-im-internet robots-blocked 2026-07-19)."
S180,"Ofgem, Energy companies' Consolidated Segmental Statements (CSS) — transparency/index page + OFG1163 guidance (regime expanded to non-legacy suppliers from 29.03.2024)",1,https://www.ofgem.gov.uk/transparency-document/energy-companies-consolidated-segmental-statements-css,2026-07-24,4/6 CSS margin overlay (stage4_uk r55–59; stage6 §R wedge note; Q88)
S181,"Supplier CSS filings, non-domestic electricity supply segments 2012–2024: EDF 2012–24; Centrica/BGT 2012–23; SSE FY12/13–23/24; E.ON 2012–20+2023–24; npower/RWE 2012–19; Scottish Power 2012–24; TotalEnergies 2023–24; Drax/Opus 2023–24 (audited-basis disclosures; image-table years transcribed, additivity-checked)",1,"per-filing URLs in css_nondom_margin_panel.csv (project folder, 73 rows, one URL per filing)",2026-07-24,4/6 CSS panel EBIT/opex series + bracket test (css_margin_bracket_staging.md; Q88)
S182,"BNetzA/Bundeskartellamt, Monitoringbericht Energie 2025 (pub. 26.11.2025) — FIRST edition splitting ""Beschaffungskosten"" from ""Vertrieb und Marge"" for non-household cases. Tab. 35 p.166 (Industriekunde 24 GWh/a); Tab. 37 (Gewerbekunde 50 MWh/a); Tab. 38 (household band DC); Tab. 40 p.173 (household by contract category)",1,https://data.bundesnetzagentur.de/Bundesnetzagentur/SharedDocs/Mediathek/Monitoringberichte/MonitoringberichtEnergie2025.pdf,2026-07-24,
S183,"BNetzA/Bundeskartellamt, Monitoringberichte Energie 2019–2024 — bundled industrial supply residual (""vom Lieferanten beeinflussbarer Preisbestandteil / Restbetrag"", 24 GWh/a): MB2023 Tab. 60 p.179; MB2024 Tab. 53. Used for the pre-2025 series only, flagged NOT usable as margin",1,https://data.bundesnetzagentur.de/Bundesnetzagentur/SharedDocs/Mediathek/Monitoringberichte/MonitoringberichtEnergie2024.pdf,2026-07-24,
